question_id,question_text,topic,average_score,correct_rate,score_variance,difficulty_label
2897,Identify the probability distribution in Macroeconomics with example scenario 2896.,Macroeconomics,3.21,0.476,1.356,Medium
2898,Evaluate the fundamental theorem in Genetics with example scenario 2897.,Genetics,2.05,0.291,0.524,Hard
2899,Evaluate the space complexity in Electromagnetism with example scenario 2898.,Electromagnetism,7.19,0.854,2.426,Easy
2900,Compute the logical equivalence in Thermodynamics with example scenario 2899.,Thermodynamics,4.73,0.6,1.647,Medium
2901,Determine the logical equivalence in Linear Algebra with example scenario 2900.,Linear Algebra,3.44,0.369,1.146,Hard
2902,Illustrate the classification rule in Genetics with example scenario 2901.,Genetics,5.62,0.797,1.509,Easy
2903,Illustrate the data normalization in Discrete Mathematics with example scenario 2902.,Discrete Mathematics,5.23,0.653,0.636,Medium
2904,Identify the key assumption in Calculus with example scenario 2903.,Calculus,2.86,0.31,1.079,Hard
2905,Derive the main application in Machine Learning with example scenario 2904.,Machine Learning,6.8,0.883,2.278,Easy
2906,Evaluate the data normalization in Logic with example scenario 2905.,Logic,5.57,0.687,1.883,Medium
2907,Compare the optimization technique in Operating Systems with example scenario 2906.,Operating Systems,2.84,0.356,1.127,Hard
2908,Analyze the logical equivalence in Networks with example scenario 2907.,Networks,6.2,0.901,1.277,Easy
2909,Compare the primary formula in Statistics with example scenario 2908.,Statistics,6.17,0.694,1.308,Medium
2910,Evaluate the primary formula in Operating Systems with example scenario 2909.,Operating Systems,1.2,0.162,1.068,Hard
2911,Compute the optimization technique in Macroeconomics with example scenario 2910.,Macroeconomics,7.04,0.785,1.004,Easy
2912,Analyze the main application in Logic with example scenario 2911.,Logic,4.18,0.554,2.464,Medium
2913,Explain the key assumption in Statistics with example scenario 2912.,Statistics,1.35,0.213,0.68,Hard
2914,Derive the probability distribution in Operating Systems with example scenario 2913.,Operating Systems,7.29,0.868,1.338,Easy
2915,Compare the optimization technique in Genetics with example scenario 2914.,Genetics,3.4,0.547,1.533,Medium
2916,Compute the main application in Calculus with example scenario 2915.,Calculus,1.62,0.246,0.708,Hard
2917,Evaluate the fundamental theorem in Data Structures with example scenario 2916.,Data Structures,4.96,0.775,1.719,Easy
2918,Determine the logical equivalence in Data Structures with example scenario 2917.,Data Structures,3.27,0.467,0.847,Medium
2919,Evaluate the logical equivalence in Genetics with example scenario 2918.,Genetics,3.56,0.378,0.961,Hard
2920,Derive the regression model in Calculus with example scenario 2919.,Calculus,5.58,0.816,1.484,Easy
2921,Explain the classification rule in Algebra with example scenario 2920.,Algebra,3.53,0.407,1.546,Medium
2922,Prove the space complexity in Physics with example scenario 2921.,Physics,2.4,0.361,2.108,Hard
2923,Analyze the optimization technique in Operating Systems with example scenario 2922.,Operating Systems,5.91,0.908,1.297,Easy
2924,Analyze the optimization technique in Machine Learning with example scenario 2923.,Machine Learning,3.21,0.458,1.026,Medium
2925,Compute the core principle in Biology with example scenario 2924.,Biology,2.0,0.261,2.395,Hard
2926,Identify the core principle in Microeconomics with example scenario 2925.,Microeconomics,7.67,0.775,0.961,Easy
2927,Illustrate the regression model in Electromagnetism with example scenario 2926.,Electromagnetism,4.88,0.663,0.786,Medium
2928,Determine the probability distribution in Electromagnetism with example scenario 2927.,Electromagnetism,2.53,0.349,1.818,Hard
2929,Compute the space complexity in Physics with example scenario 2928.,Physics,6.81,0.863,1.492,Easy
2930,Prove the standard method in Chemistry with example scenario 2929.,Chemistry,4.12,0.649,1.836,Medium
2931,Compare the regression model in Microeconomics with example scenario 2930.,Microeconomics,2.24,0.36,0.781,Hard
2932,Compare the key assumption in Logic with example scenario 2931.,Logic,6.92,0.893,1.307,Easy
2933,Analyze the main application in Biology with example scenario 2932.,Biology,3.59,0.447,0.753,Medium
2934,Determine the probability distribution in Statistics with example scenario 2933.,Statistics,2.15,0.238,1.017,Hard
2935,Determine the classification rule in Discrete Mathematics with example scenario 2934.,Discrete Mathematics,8.43,0.846,1.873,Easy
2936,Explain the probability distribution in Microeconomics with example scenario 2935.,Microeconomics,5.25,0.686,2.036,Medium
2937,Prove the data normalization in Genetics with example scenario 2936.,Genetics,0.73,0.112,0.906,Hard
2938,Prove the time complexity in Chemistry with example scenario 2937.,Chemistry,7.79,0.83,1.193,Easy
2939,Derive the logical equivalence in Discrete Mathematics with example scenario 2938.,Discrete Mathematics,5.51,0.623,1.672,Medium
2940,Determine the regression model in Logic with example scenario 2939.,Logic,1.69,0.204,1.185,Hard
2941,Prove the probability distribution in Biology with example scenario 2940.,Biology,7.65,0.767,0.754,Easy
2942,Determine the fundamental theorem in Machine Learning with example scenario 2941.,Machine Learning,4.04,0.425,1.104,Medium
2943,Explain the classification rule in Macroeconomics with example scenario 2942.,Macroeconomics,2.11,0.289,1.283,Hard
2944,Compute the primary formula in Calculus with example scenario 2943.,Calculus,5.91,0.802,1.321,Easy
2945,Compare the primary formula in Genetics with example scenario 2944.,Genetics,5.19,0.645,2.387,Medium
2946,Analyze the time complexity in Machine Learning with example scenario 2945.,Machine Learning,0.9,0.112,1.668,Hard
2947,Derive the optimization technique in Logic with example scenario 2946.,Logic,5.79,0.934,1.647,Easy
2948,Compare the primary formula in Algebra with example scenario 2947.,Algebra,4.81,0.69,2.253,Medium
2949,Analyze the classification rule in Operating Systems with example scenario 2948.,Operating Systems,0.95,0.106,2.366,Hard
2950,Determine the key assumption in Logic with example scenario 2949.,Logic,6.83,0.881,0.59,Easy
2951,Derive the logical equivalence in Computer Science with example scenario 2950.,Computer Science,5.62,0.713,0.558,Medium
2952,Compare the regression model in Networks with example scenario 2951.,Networks,2.38,0.3,0.749,Hard
2953,Determine the classification rule in Calculus with example scenario 2952.,Calculus,4.96,0.793,1.649,Easy
2954,Derive the probability distribution in Physics with example scenario 2953.,Physics,4.9,0.611,2.134,Medium
2955,Prove the data normalization in Discrete Mathematics with example scenario 2954.,Discrete Mathematics,2.96,0.35,0.526,Hard
2956,Analyze the classification rule in Discrete Mathematics with example scenario 2955.,Discrete Mathematics,6.82,0.889,1.631,Easy
2957,Determine the time complexity in Computer Science with example scenario 2956.,Computer Science,4.6,0.621,2.334,Medium
2958,Prove the optimization technique in Physics with example scenario 2957.,Physics,1.21,0.139,0.509,Hard
2959,Identify the data normalization in Macroeconomics with example scenario 2958.,Macroeconomics,6.03,0.935,0.69,Easy
2960,Derive the data normalization in Networks with example scenario 2959.,Networks,3.84,0.513,0.929,Medium
2961,Explain the logical equivalence in Algebra with example scenario 2960.,Algebra,2.1,0.27,0.568,Hard
2962,Derive the regression model in Computer Science with example scenario 2961.,Computer Science,7.52,0.814,1.879,Easy
2963,Explain the optimization technique in Biology with example scenario 2962.,Biology,5.68,0.646,1.122,Medium
2964,Determine the standard method in Statistics with example scenario 2963.,Statistics,0.91,0.129,2.164,Hard
2965,Analyze the core principle in Microeconomics with example scenario 2964.,Microeconomics,7.54,0.946,0.519,Easy
2966,Compute the time complexity in Computer Science with example scenario 2965.,Computer Science,3.27,0.448,1.657,Medium
2967,Illustrate the logical equivalence in Biology with example scenario 2966.,Biology,1.19,0.122,1.23,Hard
2968,Prove the probability distribution in Discrete Mathematics with example scenario 2967.,Discrete Mathematics,8.51,0.933,2.011,Easy
2969,Evaluate the primary formula in Thermodynamics with example scenario 2968.,Thermodynamics,5.16,0.606,1.776,Medium
2970,Illustrate the classification rule in Computer Science with example scenario 2969.,Computer Science,2.32,0.282,2.473,Hard
2971,Determine the key assumption in Networks with example scenario 2970.,Networks,8.16,0.896,2.245,Easy
2972,Compare the standard method in Physics with example scenario 2971.,Physics,3.0,0.473,1.466,Medium
2973,Compare the optimization technique in Computer Science with example scenario 2972.,Computer Science,2.32,0.249,1.388,Hard
2974,Compute the fundamental theorem in Microeconomics with example scenario 2973.,Microeconomics,7.01,0.864,0.576,Easy
2975,Identify the logical equivalence in Algebra with example scenario 2974.,Algebra,5.67,0.609,0.815,Medium
2976,Compute the core principle in Macroeconomics with example scenario 2975.,Macroeconomics,2.28,0.272,0.828,Hard
2977,Compute the primary formula in Linear Algebra with example scenario 2976.,Linear Algebra,7.69,0.775,1.287,Easy
2978,Explain the optimization technique in Computer Science with example scenario 2977.,Computer Science,3.19,0.477,1.835,Medium
2979,Compare the space complexity in Macroeconomics with example scenario 2978.,Macroeconomics,2.38,0.277,0.676,Hard
2980,Evaluate the core principle in Data Structures with example scenario 2979.,Data Structures,7.02,0.929,1.127,Easy
2981,Evaluate the space complexity in Machine Learning with example scenario 2980.,Machine Learning,4.21,0.557,2.227,Medium
2982,Explain the data normalization in Chemistry with example scenario 2981.,Chemistry,2.66,0.369,2.228,Hard
2983,Compare the regression model in Electromagnetism with example scenario 2982.,Electromagnetism,8.81,0.906,0.992,Easy
2984,Derive the core principle in Linear Algebra with example scenario 2983.,Linear Algebra,4.23,0.596,2.148,Medium
2985,Compute the key assumption in Logic with example scenario 2984.,Logic,0.84,0.102,1.178,Hard
2986,Determine the data normalization in Data Structures with example scenario 2985.,Data Structures,6.99,0.815,2.203,Easy
2987,Compare the main application in Thermodynamics with example scenario 2986.,Thermodynamics,5.71,0.607,1.029,Medium
2988,Compute the space complexity in Discrete Mathematics with example scenario 2987.,Discrete Mathematics,1.96,0.251,0.523,Hard
2989,Determine the data normalization in Statistics with example scenario 2988.,Statistics,7.44,0.861,1.684,Easy
2990,Compare the main application in Statistics with example scenario 2989.,Statistics,5.39,0.65,0.634,Medium
2991,Evaluate the fundamental theorem in Discrete Mathematics with example scenario 2990.,Discrete Mathematics,1.12,0.134,1.05,Hard
2992,Determine the key assumption in Operating Systems with example scenario 2991.,Operating Systems,5.91,0.766,1.609,Easy
2993,Derive the key assumption in Macroeconomics with example scenario 2992.,Macroeconomics,4.55,0.512,1.788,Medium
2994,Illustrate the logical equivalence in Machine Learning with example scenario 2993.,Machine Learning,1.78,0.197,1.797,Hard
2995,Analyze the fundamental theorem in Linear Algebra with example scenario 2994.,Linear Algebra,7.2,0.877,0.523,Easy
2996,Evaluate the classification rule in Thermodynamics with example scenario 2995.,Thermodynamics,4.78,0.637,2.385,Medium
2997,Compare the logical equivalence in Networks with example scenario 2996.,Networks,2.81,0.337,1.004,Hard
2998,Compare the data normalization in Statistics with example scenario 2997.,Statistics,5.82,0.791,1.453,Easy
2999,Illustrate the primary formula in Discrete Mathematics with example scenario 2998.,Discrete Mathematics,4.04,0.501,0.831,Medium
3000,Analyze the time complexity in Physics with example scenario 2999.,Physics,2.47,0.384,2.364,Hard
3001,Explain the standard method in Calculus with example scenario 3000.,Calculus,7.56,0.933,1.95,Easy
3002,Derive the standard method in Logic with example scenario 3001.,Logic,4.67,0.548,1.181,Medium
3003,Illustrate the data normalization in Macroeconomics with example scenario 3002.,Macroeconomics,1.55,0.187,1.496,Hard
3004,Explain the primary formula in Calculus with example scenario 3003.,Calculus,6.19,0.866,1.234,Easy
3005,Illustrate the optimization technique in Electromagnetism with example scenario 3004.,Electromagnetism,2.66,0.429,1.007,Medium
3006,Compare the logical equivalence in Operating Systems with example scenario 3005.,Operating Systems,0.78,0.122,2.126,Hard
3007,Evaluate the time complexity in Machine Learning with example scenario 3006.,Machine Learning,6.55,0.758,1.045,Easy
3008,Illustrate the main application in Calculus with example scenario 3007.,Calculus,5.53,0.696,1.111,Medium
